X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,default,LGD,EAD
0.207604771,0.04369509,0.032065043,0.117659179,0.74249993,2.883494085,1.028985519,0.455178263,1.629373915,0.15339465,0.169459736,1.304760622,96.88527613,0.733836283,0,0.4546545874136997,1.044156705722165
0.290498122,0.212612517,0.287028689,0.333165656,0.125872592,0.143997992,5.946088861,4.452776062,1681.38439,1.034656011,0.578343754,6.11819082,9.457984,1.350008422,0,0.10281511657198084,0.3429018790467177
0.227358742,0.150432962,0.184282676,0.208563132,0.107593854,0.120566016,6.736432685,5.169307741,1681.38439,1.034656011,0.562662216,5.318713191,10.25330421,1.225015268,0,0.08609919282694611,0.4467850946169064
0.252863513,0.139444822,0.161954068,0.183208365,0.124090463,0.14167041,5.942367172,4.801045914,1681.38439,1.034656011,0.341401237,5.604001549,14.52115546,1.161420447,0,0.07321784142187443,0.13357836695457823
0.276111621,0.091836448,0.140369811,0.209094788,0.396110881,0.655933131,2.145972633,1.811749208,1681.38439,1.034656011,0.310279723,7.435953101,11.07633563,1.528476051,0,0.23778489278543052,0.37764529382334777
0.282307054,0.069334351,0.093540851,0.149400485,0.35072027,0.54016821,2.236294864,2.009282101,88.1865162,46.95635712,0.064088376,9.094126826,39.91511129,1.349127097,0,0.1270656518211756,0.6931514579780799
0.298960247,0.093097016,0.113938927,0.168814983,0.298726753,0.425977683,2.655720509,2.491956588,875.3571705,427.2960548,0.103399464,13.34415876,69.26995167,1.223873023,0,0.1302866564274966,-0.1336386155210575
0.148161653,0.036929487,0.183336887,0.546495029,0.630518846,1.706497986,1.3566163,0.440674699,14.21962387,0.704395179,0.369537239,7.222882012,1.204767032,4.964512197,0,0.2871142403131102,0.21868543223896572
0.152069625,0.055100117,0.307921903,0.752127176,0.564448994,1.295942352,1.475510033,0.334018046,41.83441351,1.441770498,0.143476621,7.669130303,1.068464933,5.588407393,0,0.48096637163233347,0.7753075919757834
0.155326985,0.054876586,0.259681206,0.698556867,0.658184151,1.925551879,1.291543641,0.260077998,36.62989305,0.726191777,0.138460106,5.98494067,0.877265753,4.732094751,0,0.23728209703700268,0.5319128377517761
0.101172882,0.002094508,0.008570116,0.017999939,0.579323443,1.377123192,1.40696834,0.30796271,3.937582832,0.109077622,0.103751926,6.559842806,1.001040872,4.091708693,0,0.36510938721496566,0.9101933405340062
0.104971049,0.005643824,0.023621353,0.066934916,0.693945448,2.267391367,1.205939481,0.249233065,3.48507647,0.111521305,0.246511446,5.738574301,0.456889819,4.18534575,0,0.3364256145552728,0.9832131038986069
0.118308311,0.006847957,0.023874932,0.097852984,0.797275436,3.932801323,1.053413897,0.199550805,2.730307236,0.124365653,0.274225585,4.567945561,0.467745937,3.486431341,0,0.5580353746788893,0.3207628479235847
0.259816656,0.027882223,0.018795398,0.028166186,0.309547332,0.448325203,2.108637587,1.590955132,2.03791806,0.586101624,0.174965003,2.399756159,118.7620482,0.674099695,0,0.1270137688094007,0.6257308427413891
0.279717771,0.245855939,0.134220989,0.187970867,0.263830972,0.358383689,2.933151748,2.526292772,18.95670494,1.084178638,0.095972802,2.957993104,176.4587384,0.545933484,0,0.09687155171449145,0.8004244639168766
0.047749957,0.289982926,0.067878357,0.112173967,0.42751208,0.746761747,2.527711947,2.010237785,8.059334008,-0.161787451,0.06699015,1.543961562,332.8679093,0.234077083,0,0.14873179972476053,0.6012816324622723
0.148283165,0.052823302,0.016566172,0.030668782,0.488069103,0.953388643,1.772285858,1.279315076,1.625332222,0.032144417,0.127318629,1.629967445,173.464229,0.313614855,0,0.3159798771245551,0.28630983437115665
0.130126721,0.064211444,0.02774494,0.101756483,0.689609905,2.221752289,1.214462568,0.704255078,2.074723079,0.36917038,0.155886276,1.520059382,134.7661347,0.432087155,0,0.4691793766888772,1.0077864796696796
0.1174026,0.050337188,0.018356625,0.05836539,0.68134205,2.138161154,1.203740013,0.785867032,2.523159285,0.269965345,0.203318446,1.515400472,186.0771771,0.364673231,0,0.5017411218880898,0.9223985842938983
0.158250922,0.075124982,0.027689876,0.08259542,0.646489459,1.828769959,1.054237849,0.774997941,2.782588466,0.464088316,0.206404344,1.916104535,178.9016447,0.368584134,0,0.4048516859478555,0.8899137742245786
0.160011878,0.091077638,0.036468169,0.106521767,0.667951119,2.011604785,1.186265172,0.789594898,3.690054861,0.466802829,0.243285539,2.107128991,149.5978764,0.400407499,0,0.44558882510192926,0.950578612702947
0.06809272,-0.296879143,-0.083339348,-0.759287086,0.929475702,13.17951019,1.133028023,0.581138395,-0.234197436,0.005117194,0.105159783,0.56489522,129.8856401,0.280718097,1,0.39913093283360734,-0.4973064301138095
0.059777582,-0.079474921,-0.03460688,-0.919032336,0.983328844,58.98384323,1.124164033,0.715677388,0.012760977,0.026219911,0.133313155,1.060564694,85.54477454,0.435444026,1,0.4460670257689188,1.4404687805404857
0.049378097,-0.060117033,-0.029366115,-33.21520591,1.012986452,-78.00332579,1.070164638,0.719934544,-0.103166453,0.020021913,-0.136774063,1.407346656,66.97207749,0.488482445,1,0.7560561153866638,1.9040659052894877
0.156390037,0.34154288,0.187769442,0.467497288,0.543066722,1.188503328,5.0118944,4.367277588,15.51122449,3.08460702,0.218127499,6.449325224,73.44541888,0.54976828,0,0.07231728289507454,0.7553579271350809
0.066460029,0.17395391,0.112102955,0.233422074,0.495238314,0.981132935,4.902947302,4.44084949,10.37409617,2.344690717,0.207645468,8.499305436,86.4831862,0.644440559,0,0.15798417640141887,0.6139641190199236
0.125717344,0.078864392,0.053988464,0.105542779,0.481542694,0.928799128,4.528000408,4.027544021,6.027844202,2.810364864,0.124390207,9.818065562,103.1388867,0.684573389,0,0.1319198578706282,0.755002828549603
0.083127276,0.102014121,0.05630066,0.111566818,0.509807379,1.040014389,3.926526353,3.57296681,7.330906651,0.961681966,0.15129419,9.008037719,150.0264841,0.551890855,0,0.076641074386528,0.7248498968423857
0.106981468,0.003147574,0.002418486,0.008649427,0.707322893,2.416734608,1.038064997,0.618061744,1.049527605,0.258676153,0.060150146,2.601892971,164.3234602,0.768364988,0,0.5694173383288661,1.0607125046802464
0.096630397,0.002499485,0.001813553,0.006632871,0.743394295,2.897029493,1.069215079,0.851035809,1.045836925,0.194380982,0.02640529,3.297469015,221.1480801,0.725570749,0,0.3639052453425137,0.8005884000981643
0.076083959,0.005600715,0.004688938,0.019980078,0.783523418,3.619437301,1.072561755,0.781427776,1.142850438,0.158700745,0.308928067,4.276283156,213.0352856,0.837203572,0,0.5077918093694208,0.49331805818523994
0.318579992,0.037292712,0.008311356,0.048409401,0.835427177,5.076337406,0.98436251,0.652877268,1.304214107,0.255785017,0.026994957,0.888054593,502.1557687,0.22286811,0,0.6337381276996957,0.4978386438926933
0.215289608,0.024816222,0.006221973,0.038760173,0.843198962,5.377508789,0.979205155,0.706276115,1.278181955,0.174936891,0.152320342,1.074346537,456.9996258,0.250722009,0,0.5401213340781561,0.500904135884068
0.13806615,0.006675706,0.00237426,0.015971931,0.858584437,6.071357468,0.984186528,0.684192007,1.130848451,0.142282476,0.090467736,1.669778131,336.9562865,0.355656821,0,0.6977465067887549,0.3134787245245524
0.147291034,-0.010245248,-0.002855514,-0.021066973,0.870018289,6.693390041,0.949948324,0.663132215,0.846051259,0.12221725,0.020288669,1.267444101,432.1871956,0.278715958,0,0.32736717202483023,0.46612899449044676
0.11375119,0.004897574,0.003691822,0.015995574,0.775289321,3.450166782,1.084679725,0.515306412,1.066972523,0.173908433,0.032441741,1.439603667,165.553292,0.753806113,0,0.5603512461766323,1.5045064509679453
0.119884653,0.002508258,0.001664784,0.007488984,0.780054427,3.546579347,1.095082119,0.603782126,1.033971863,0.15855141,0.26562019,1.429902667,214.8071083,0.663720928,0,0.397278486358953,1.1016382654624972
0.169311288,0.001860051,0.00090095,0.004115131,0.782061395,3.58844821,1.086398884,0.502091761,1.020342258,0.139254577,0.095710965,0.966547529,287.5046122,0.484368641,0,0.3693804276227177,0.5499890437261316
0.118511989,0.002377632,0.001215091,0.006090808,0.815861645,4.430699107,1.07462203,0.548750459,1.029763139,0.136929306,0.031571279,1.032975046,277.3097543,0.511050867,0,0.41317255028533767,0.804803653007246
0.127336294,0.021197959,0.025395453,0.077846037,0.666489619,1.998407417,1.288503746,0.990007387,2.942011082,0.633162585,0.097914842,4.933132546,137.2530287,1.198014082,0,0.4170057505664226,0.7393951358172589
0.188853356,0.006954584,0.002351804,0.007658565,0.716273269,2.524518105,1.228813099,0.995273054,1.372810619,0.377356958,0.07575336,1.506046742,501.2907858,0.338166072,0,0.46775081722770484,0.5377819882062568
0.03516349,-0.597735695,-0.128474255,-0.513992698,0.792069263,3.809293767,1.009023313,0.958853232,-37.51783795,-0.543387408,0.218749273,1.87758294,750.8721581,0.214934889,1,0.32522752388249654,0.82700674286973
0.164011571,0.012369659,0.008700114,0.04388836,0.820086199,4.558217307,1.127689746,0.475484576,1.146315097,0.13332182,0.042911021,1.22109598,210.7176872,0.703343067,0,0.6351239730431281,1.388802068951456
0.155365295,0.005212638,0.003096303,0.01700343,0.815634063,4.423995441,1.142994008,0.347310804,1.068662057,0.118446659,0.148852037,0.849106947,184.0229172,0.593999206,0,0.5698493659595689,0.9821286332259133
0.190537034,0.002348288,0.000999129,0.005839386,0.840366807,5.264361316,1.128421969,0.29085672,1.023040193,0.111642673,0.042383795,0.507657878,197.2227752,0.425471329,0,0.26956344705841645,1.168007871330996
-0.059814592,-0.164643931,-0.075060691,-0.570162407,0.899896892,8.989699846,1.067428803,0.234374445,-1.058862698,-0.133279388,0.095389153,0.666075156,164.0593085,0.455897106,0,0.72323782906934,1.443245769679808
0.097307922,0.01317815,0.004523427,0.005851967,0.226588686,0.292973068,0.986460279,0.777882326,2.032166906,1.057210733,0.054859126,5.424191692,63.86248516,0.343252036,0,0.815758711460771,0.43196706099544796
0.18090801,0.119639507,0.057185981,0.072818449,0.20309831,0.254859931,1.005570044,0.77561599,30.91887604,1.008259156,0.025802486,8.333922957,32.54033108,0.477985763,0,0.6768169356739476,0.5711976497835908
0.150826669,0.114446492,0.11145372,0.153864198,0.323991583,0.479271522,0.751703944,0.458152041,18.25481993,1.443245246,0.003517593,10.91750622,30.11029224,0.973850038,0,0.5581533040612139,0.43956182585032605
0.195839586,0.138265268,0.126626404,0.161065001,0.073376096,0.079186492,2.16708517,2.16708517,44.80228438,57.39700487,0.01938411,13.81803896,45.03996357,0.915822213,0,0.1018161320320256,0.09857355650827919
0.077925945,0.00346713,0.003639129,0.009378675,0.602494538,1.515688705,1.080343149,0.67691227,1.219043991,0.174023543,0.22005894,3.861717022,58.50483672,1.049608245,0,0.6581677590396705,0.5863444072209639
0.098855095,0.00267415,0.001875413,0.004844737,0.622713679,1.65050691,1.137327393,0.693834751,1.136685275,0.148492709,0.265654611,2.54299458,85.29870099,0.701311821,0,0.43952345795402303,0.5148955512553596
0.103777877,0.00863699,0.008560268,0.026534471,0.715605563,2.516243176,1.21631929,0.803269598,2.286126311,0.236951465,0.935993338,3.433190889,60.12035901,0.991117023,0,0.628697419712775,0.8694847411948095
0.212426971,0.026883229,0.012351392,0.032143276,0.628183239,1.689496832,0.909912735,0.813610506,1.292850035,0.167035655,0.133913822,6.169758891,43.66990216,0.45944601,0,0.5524908965799903,0.8982908605363743
0.302758403,0.118158077,0.067994833,0.158370707,0.500256552,1.001026733,1.57427821,1.435543493,3.242952037,0.85848676,0.299063046,7.743377949,30.93871404,0.575456496,0,0.5042667672685944,0.6653543782603237
0.161132188,0.123569842,0.073886416,0.142849221,0.467667766,0.878526109,1.28597695,1.210843263,5.228743543,0.244339642,0.109814544,12.1590538,75.28343559,0.597932432,0,0.5091785628100675,0.699643548327341
0.150788145,0.013181646,0.005993741,0.010333107,0.361590728,0.56639329,1.700805326,1.600302326,1.437794176,0.302844497,0.08354964,11.2065686,166.0875359,0.454703512,0,0.33935214612812364,0.3281377371372802
0.101409721,0.003463447,0.002397493,0.01286594,0.829691782,4.871707273,1.029605208,0.471711897,1.058918507,0.209034141,0.083635472,1.498626183,126.7309544,0.692227312,0,0.5015750031081231,0.3981324039001103
0.071080472,0.0181917,0.018809963,0.114543877,0.841055674,5.291511152,1.026438922,0.679019456,1.587982294,0.201415798,0.057271783,2.701806233,109.5732251,1.033985996,0,0.7678805740858753,1.2085217514838018
0.081701079,0.037302355,0.033746008,0.179657411,0.782518037,3.598082471,1.042237694,0.700907129,2.094499432,0.178407213,0.10049228,3.084136959,137.7243697,0.904661582,0,0.519036813905543,1.075152556469902
0.094135491,0.018632429,0.010398438,0.039301719,0.695865754,2.2880217,1.171948491,0.87812791,1.394270593,0.121754055,0.241832646,2.231780833,199.0826277,0.558082803,0,0.5602984045167052,0.7174500433099378
0.084419844,0.003017034,0.001168787,0.005904489,0.780911978,3.564375504,1.138958431,0.708493597,1.040367851,0.200164037,0.045999291,1.046306585,438.4644372,0.38739599,0,0.7824726045584381,1.3392143121698876
-1.299280328,-1.703789168,-0.100481908,-0.847826627,0.957150839,22.33767967,0.958856224,0.700761776,-3.448714551,-0.277631867,1.29121365,0.477475411,2161.273011,0.058975553,0,0.3097495864617784,1.4538493989939494
-0.175446714,-0.312744487,-0.114124764,-33.05665282,1.045947971,-22.76374647,0.813603762,0.53442446,-12.75450989,-0.761287323,-0.077093194,1.606576686,306.687833,0.364913753,1,0.6188545004542799,2.3402854203845003
0.082448524,0.040936177,0.015009333,0.092269458,0.827309867,4.790718798,1.239627259,0.358219502,29.70372025,0.11207592,0.020135407,0.562273399,90.29757656,0.366652036,0,0.5937767457258055,0.8995957430021673
0.088468415,0.044246363,0.018067233,0.107477953,0.83608755,5.100817844,1.171030466,0.485007792,10.20895208,7.2138108,0.844010372,0.686647043,76.09544689,0.408332603,0,0.32403148923287606,0.500575601952316
0.181872937,0.115469038,0.043542752,0.242120445,0.803391146,4.086240932,1.157444669,0.568895985,1681.38439,1.673235957,0.654574349,0.73332157,83.55940294,0.377094613,0,0.7915431778473938,0.6299316046302432
0.222040016,0.169026472,0.078800984,0.347271539,0.740811518,2.858196137,1.414047845,0.90478955,52.45805724,1.409237378,0.950068248,1.105040789,72.87567638,0.466204983,0,0.34160657925110954,0.5738008774501375
0.074583968,-0.199306555,-0.041675159,-0.096528165,0.598777979,1.492385633,0.495060011,0.43558454,-1.357349867,-0.007431437,0.002131709,8.853023802,140.6114171,0.209100795,0,0.6593990230826068,0.7675697288658154
-0.13769847,-1.150030227,-0.08466467,-0.227314821,0.658324232,1.926751306,0.152878589,0.12658615,-5.587735959,-0.092131814,0.004160866,4.839143543,279.5383639,0.073619517,1,1.576724919683321,-0.055323997386439915
0.109079687,-0.168677789,-0.036820404,-0.116553603,0.70894162,2.435736838,0.163410723,0.142680722,-2.056806068,-0.001763248,0.036668115,12.28608285,75.12232968,0.218288396,1,1.4440100219865841,1.3274204072363347
0.100436791,0.048043705,0.046234398,0.15040611,0.694659683,2.275034265,1.255413894,0.737617141,2.676336603,0.621011835,0.065494926,2.492392107,97.77960505,0.962340396,0,0.7177231365388667,0.6162461931001795
0.07299181,0.029389639,0.029303057,0.087270833,0.630104617,1.703467102,1.379413785,0.786479546,2.253137563,0.521593984,0.050110929,2.566877773,103.5651008,0.997053992,0,0.5850341628420032,0.6136222547739368
0.049898873,0.002931454,0.002918439,0.007372764,0.573282591,1.343471295,1.580715423,0.99942881,1.149527395,0.340998483,0.023695163,2.675321312,138.2138681,0.99556007,1,0.2892365948485998,0.2854036185322515
0.047505304,-0.061267874,-0.024458573,-0.092580095,0.800421354,4.010556093,0.985489314,0.737484318,-0.05103805,0.417460288,0.026056207,2.681201311,234.8020024,0.399207149,0,0.8179701326834493,0.9428872242749099
0.115068419,0.053397007,0.091604147,0.177202576,0.493667184,0.974985558,1.730958884,1.491450699,4.398012455,0.233413243,0.423659387,7.91611237,95.80725509,1.715529626,0,0.2574877168400841,0.5637071349469095
0.113145365,0.044971315,0.058711562,0.119365402,0.521948518,1.091824916,1.62540344,1.151663098,3.96072084,0.134481587,0.510215023,6.295777286,114.6781455,1.305533575,0,0.34740633724689723,0.582197072443914
0.114139597,0.066282276,0.109835249,0.202273019,0.379076628,0.610504685,2.166269885,1.775463381,8.252956605,0.575279293,0.294682379,7.272945625,78.1181163,1.657083255,0,0.19262633854981864,0.608155406545032
0.139805851,0.064396388,0.100067582,0.15857404,0.358399274,0.558601727,2.277888915,1.013113106,5.206449835,0.675071477,0.073142464,4.492474944,78.90097897,1.553931612,0,0.14302454581091245,0.36669566909273227
0.097810231,0.001458401,0.00069828,0.007639943,0.903086038,9.318430705,1.166004283,0.521922609,1.026876475,0.130420792,0.365263247,0.997074819,232.9619528,0.478798532,0,0.5921119055519121,0.5520921197945865
0.080325582,-0.02630653,-0.017665828,-0.189586998,0.911128293,10.25217504,0.949763282,0.49880696,0.223715936,0.067319172,0.179130395,1.390121321,162.7241123,0.67153774,0,0.6638642407643781,1.27416406524899
0.103727141,0.008401532,0.004410158,0.03348704,0.820467172,4.570011957,1.037479554,0.666857807,1.204631329,0.139095172,0.144713357,1.318028447,247.216336,0.524923057,0,0.5564638296733444,1.0493337269078977
0.104578336,0.008255668,0.003888228,0.015143241,0.682188606,2.146520289,1.297828513,1.004022711,1.226327904,0.145500055,0.453463724,1.713004155,232.1564008,0.470976776,0,0.3082826908993812,0.7690133693190785
0.229460795,0.085837928,0.079265816,0.234843688,0.658480206,1.928087966,1.288552557,1.128547912,145.2955613,34.95012644,0.812653121,6.372169824,173.0654318,0.923435805,0,0.5011568680404357,1.0706595390546882
0.263806974,0.076736842,0.07714514,0.231844555,0.674881309,2.075799788,1.247051339,1.054177365,1681.38439,1821.081138,1.212093965,6.238712565,94.10631212,1.005320764,0,0.6430412537428102,0.34210246305876
0.222606923,0.053839957,0.062406857,0.18614675,0.654395037,1.893476966,1.218715382,1.016062109,1681.38439,1.034656011,0.664654815,6.858731748,77.66120041,1.159117884,0,0.3641496353570716,0.40066583996219757
0.229687641,0.053971469,0.068665475,0.201739163,0.664119703,1.977251148,1.203544379,1.008924318,1681.38439,1.034656011,0.910088509,7.49241758,82.24626355,1.272255066,0,0.4393504334347815,1.1400268777901479
0.121207832,0.014938375,0.003706854,0.011228128,0.670834207,2.037982744,1.532126926,0.505495271,1.253532645,0.072939587,0.086891063,0.394436152,342.3287737,0.248143058,0,0.33908703444856847,0.1809908248490851
0.141529105,0.041084533,0.013046416,0.040592554,0.685994427,2.184656855,1.840908443,0.675858484,2.071853729,0.165246013,0.219822182,0.467180514,215.3286201,0.317550544,0,0.2643124501524465,0.241705748784145
0.174714422,0.050083248,0.02188649,0.068460133,0.674596962,2.073112061,1.898124324,0.639092549,2.270834528,0.247219843,0.062853237,0.614337587,123.8815155,0.437002215,0,0.20428703260763423,0.9862516409147484
0.108959129,0.071978119,0.026957335,0.077958568,0.631134606,1.711016037,1.653609137,0.500312293,3.084685377,0.165512322,0.070055019,0.545020469,139.1644019,0.374521244,0,0.3142267942442533,0.7833700672077135
0.145813535,0.001599219,0.000971777,0.005651228,0.833096206,4.991475545,1.04252906,0.804676773,1.015748553,0.168865393,0.167456238,2.751187473,247.5303333,0.607657212,0,0.38451258883320255,1.052616068529638
0.136606794,0.001665102,0.001038639,0.006331909,0.83872986,5.200775911,1.037871565,0.647310213,1.016510682,0.166047182,0.202651166,2.405520015,244.2232188,0.623769133,0,0.5808873786937726,0.9541702959498084
